Id_Estudiante,Programa,Satisfaccion_general,Infraestructura,Calidad_docente,Apoyo_institucional
ID_EST_04867,Administración de Empresas,5,5,5,3
ID_EST_04868,Administración de Empresas,3,2,5,4
ID_EST_04869,Administración de Empresas,2,4,3,2
ID_EST_04870,Administración de Empresas,1,4,2,2
ID_EST_04871,Administración de Empresas,2,1,5,3
ID_EST_04872,Administración de Empresas,3,1,2,2
ID_EST_04873,Administración de Empresas,2,1,1,4
ID_EST_04874,Administración de Empresas,1,1,1,3
ID_EST_04875,Administración de Empresas,4,2,1,4
ID_EST_04876,Administración de Empresas,5,4,1,5
ID_EST_04877,Administración de Empresas,4,4,2,3
ID_EST_04878,Administración de Empresas,4,3,4,1
ID_EST_04879,Administración de Empresas,2,4,2,2
ID_EST_04880,Administración de Empresas,2,4,1,2
ID_EST_04881,Administración de Empresas,5,5,4,5
ID_EST_04882,Administración de Empresas,2,4,5,2
ID_EST_04883,Administración de Empresas,1,5,5,3
ID_EST_04884,Administración de Empresas,2,5,1,3
ID_EST_04885,Administración de Empresas,4,2,2,1
ID_EST_04886,Administración de Empresas,3,1,5,5
ID_EST_04887,Administración de Empresas,5,2,4,2
ID_EST_04888,Administración de Empresas,3,5,2,5
ID_EST_04889,Administración de Empresas,1,5,2,3
ID_EST_04890,Administración de Empresas,5,2,3,3
ID_EST_04891,Administración de Empresas,3,5,1,3
ID_EST_04892,Administración de Empresas,5,2,5,2
ID_EST_04893,Administración de Empresas,5,1,4,3
ID_EST_04894,Administración de Empresas,5,2,4,1
ID_EST_04895,Administración de Empresas,4,3,5,2
ID_EST_04896,Administración de Empresas,1,5,4,2
ID_EST_04897,Administración de Empresas,5,3,1,3
ID_EST_04898,Administración de Empresas,3,4,1,4
ID_EST_04899,Administración de Empresas,2,1,2,4
ID_EST_04900,Administración de Empresas,3,1,3,3
ID_EST_04901,Administración de Empresas,4,5,5,5
ID_EST_04902,Administración de Empresas,3,1,4,5
ID_EST_04903,Administración de Empresas,4,2,2,5
ID_EST_04904,Administración de Empresas,4,5,4,4
ID_EST_04905,Administración de Empresas,4,1,2,2
ID_EST_04906,Administración de Empresas,2,4,2,5
ID_EST_04907,Administración de Empresas,2,1,2,3
ID_EST_04908,Administración de Empresas,2,1,3,3
ID_EST_04909,Administración de Empresas,3,4,1,3
ID_EST_04910,Administración de Empresas,4,5,1,5
ID_EST_04911,Administración de Empresas,1,5,1,4
ID_EST_04912,Administración de Empresas,5,1,1,3
ID_EST_04913,Administración de Empresas,3,1,3,5
ID_EST_04914,Administración de Empresas,5,3,2,1
ID_EST_04915,Administración de Empresas,3,4,5,5
ID_EST_04916,Administración de Empresas,5,3,4,4
ID_EST_04917,Administración de Empresas,5,4,4,2
ID_EST_04918,Administración de Empresas,3,2,3,4
ID_EST_04919,Administración de Empresas,5,3,2,2
ID_EST_04920,Administración de Empresas,2,3,1,3
ID_EST_04921,Administración de Empresas,4,2,1,5
ID_EST_04922,Administración de Empresas,2,2,1,4
ID_EST_04923,Administración de Empresas,2,5,1,2
ID_EST_04924,Administración de Empresas,1,4,1,3
ID_EST_04925,Administración de Empresas,5,3,3,1
ID_EST_04926,Administración de Empresas,3,3,3,2
ID_EST_04927,Administración de Empresas,4,5,2,3
ID_EST_04928,Administración de Empresas,4,3,2,4
ID_EST_04929,Administración de Empresas,2,1,1,3
ID_EST_04930,Administración de Empresas,5,1,3,3
ID_EST_04931,Administración de Empresas,2,3,4,4
ID_EST_04932,Administración de Empresas,3,4,3,1
ID_EST_04933,Administración de Empresas,5,4,1,2
ID_EST_04934,Administración de Empresas,1,4,5,5
ID_EST_04935,Administración de Empresas,4,5,3,2
ID_EST_04936,Administración de Empresas,2,3,1,1
ID_EST_04937,Administración de Empresas,2,2,3,3
ID_EST_04938,Administración de Empresas,1,2,2,1
ID_EST_04939,Administración de Empresas,3,4,4,1
ID_EST_04940,Administración de Empresas,3,4,1,1
ID_EST_04941,Administración de Empresas,5,4,1,5
ID_EST_04942,Administración de Empresas,1,3,3,3
ID_EST_04943,Administración de Empresas,5,4,2,2
ID_EST_04944,Administración de Empresas,4,4,1,3
ID_EST_04945,Administración de Empresas,4,5,3,2
ID_EST_04946,Administración de Empresas,4,2,5,3
ID_EST_04947,Administración de Empresas,4,2,2,5
ID_EST_04948,Administración de Empresas,1,1,4,4
ID_EST_04949,Administración de Empresas,5,2,5,3
ID_EST_04950,Administración de Empresas,2,4,2,2
ID_EST_04951,Administración de Empresas,2,4,1,5
ID_EST_04952,Administración de Empresas,3,4,3,3
ID_EST_04953,Administración de Empresas,3,3,3,4
ID_EST_04954,Administración de Empresas,4,1,3,5
ID_EST_04955,Administración de Empresas,3,1,5,3
ID_EST_04956,Administración de Empresas,1,3,4,4
ID_EST_04957,Administración de Empresas,1,1,4,3
ID_EST_04958,Administración de Empresas,5,3,1,3
ID_EST_04959,Administración de Empresas,3,3,1,3
ID_EST_04960,Administración de Empresas,2,1,3,4
ID_EST_04961,Administración de Empresas,3,3,3,5
ID_EST_04962,Administración de Empresas,5,4,4,3
ID_EST_04963,Administración de Empresas,2,5,5,3
ID_EST_04964,Administración de Empresas,1,5,5,3
ID_EST_04965,Administración de Empresas,2,3,5,5
ID_EST_04966,Administración de Empresas,2,1,1,1
ID_EST_04967,Administración de Empresas,4,4,1,2
ID_EST_04968,Administración de Empresas,1,5,5,1
ID_EST_04969,Administración de Empresas,2,5,3,3
ID_EST_04970,Administración de Empresas,4,2,4,5
ID_EST_04971,Administración de Empresas,3,4,2,1
ID_EST_04972,Administración de Empresas,3,2,3,1
ID_EST_04973,Administración de Empresas,4,3,2,1
ID_EST_04974,Administración de Empresas,4,2,1,2
ID_EST_04975,Administración de Empresas,5,1,5,5
ID_EST_04976,Administración de Empresas,1,3,3,1
ID_EST_04977,Administración de Empresas,3,2,5,5
ID_EST_04978,Administración de Empresas,5,5,5,3
ID_EST_04979,Administración de Empresas,2,4,4,3
ID_EST_04980,Administración de Empresas,4,3,1,1
ID_EST_04981,Administración de Empresas,1,1,3,1
ID_EST_04982,Administración de Empresas,4,4,3,1
ID_EST_04983,Administración de Empresas,1,2,4,1
ID_EST_04984,Administración de Empresas,1,3,4,4
ID_EST_04985,Administración de Empresas,5,1,4,1
ID_EST_04986,Administración de Empresas,3,3,5,4
ID_EST_04987,Administración de Empresas,1,3,2,2
ID_EST_04988,Administración de Empresas,4,4,5,1
ID_EST_04989,Administración de Empresas,1,1,3,1
ID_EST_04990,Administración de Empresas,3,3,1,2
ID_EST_04991,Administración de Empresas,1,2,3,4
ID_EST_04992,Administración de Empresas,2,2,5,4
ID_EST_04993,Administración de Empresas,3,3,2,3
ID_EST_04994,Administración de Empresas,5,5,3,2
ID_EST_04995,Administración de Empresas,5,1,3,4
ID_EST_04996,Administración de Empresas,4,5,1,5
ID_EST_04997,Administración de Empresas,1,1,1,3
ID_EST_04998,Administración de Empresas,5,2,2,5
ID_EST_04999,Administración de Empresas,3,1,3,5
ID_EST_05000,Administración de Empresas,1,2,2,5
ID_EST_05001,Ingeniería de Producción,5,2,2,2
ID_EST_05002,Ingeniería de Producción,1,4,2,5
ID_EST_05003,Ingeniería de Producción,4,2,2,3
ID_EST_05004,Ingeniería de Producción,4,5,5,3
ID_EST_05005,Ingeniería de Producción,3,2,1,4
ID_EST_05006,Ingeniería de Producción,4,3,3,1
ID_EST_05007,Ingeniería de Producción,1,4,1,2
ID_EST_05008,Ingeniería de Producción,3,4,3,4
ID_EST_05009,Ingeniería de Producción,1,2,3,1
ID_EST_05010,Ingeniería de Producción,5,1,1,3
ID_EST_05011,Ingeniería de Producción,3,4,5,5
ID_EST_05012,Ingeniería de Producción,5,2,5,5
ID_EST_05013,Ingeniería de Producción,5,5,5,5
ID_EST_05014,Ingeniería de Producción,1,4,5,2
ID_EST_05015,Ingeniería de Producción,5,5,2,3
ID_EST_05016,Ingeniería de Producción,1,4,1,4
ID_EST_05017,Ingeniería de Producción,1,4,5,1
ID_EST_05018,Ingeniería de Producción,3,5,1,4
ID_EST_05019,Ingeniería de Producción,4,2,5,2
ID_EST_05020,Ingeniería de Producción,4,3,1,4
ID_EST_05021,Ingeniería de Producción,4,5,4,3
ID_EST_05022,Ingeniería de Producción,3,4,4,3
ID_EST_05023,Ingeniería de Producción,2,1,1,1
ID_EST_05024,Ingeniería de Producción,1,2,4,4
ID_EST_05025,Ingeniería de Producción,4,4,1,3
ID_EST_05026,Ingeniería de Producción,2,2,3,2
ID_EST_05027,Ingeniería de Producción,5,3,4,3
ID_EST_05028,Ingeniería de Producción,2,5,4,2
ID_EST_05029,Ingeniería de Producción,1,5,1,3
ID_EST_05030,Ingeniería de Producción,4,4,5,5
ID_EST_05031,Ingeniería de Producción,1,2,5,3
ID_EST_05032,Ingeniería de Producción,5,5,1,5
ID_EST_05033,Ingeniería de Producción,3,3,1,1
ID_EST_05034,Ingeniería de Producción,4,4,4,4
ID_EST_05035,Ingeniería de Producción,3,5,4,2
ID_EST_05036,Ingeniería de Producción,1,5,4,5
ID_EST_05037,Ingeniería de Producción,3,2,5,3
ID_EST_05038,Ingeniería de Producción,3,4,3,4
ID_EST_05039,Ingeniería de Producción,3,2,1,2
ID_EST_05040,Ingeniería de Producción,3,3,3,3
ID_EST_05041,Ingeniería de Producción,1,1,2,5
ID_EST_05042,Ingeniería de Producción,4,5,3,3
ID_EST_05043,Ingeniería de Producción,5,1,3,4
ID_EST_05044,Ingeniería de Producción,2,2,1,5
ID_EST_05045,Ingeniería de Producción,3,3,3,4
ID_EST_05046,Ingeniería de Producción,3,2,4,4
ID_EST_05047,Ingeniería de Producción,2,4,1,2
ID_EST_05048,Ingeniería de Producción,5,2,5,1
ID_EST_05049,Ingeniería de Producción,2,4,1,3
ID_EST_05050,Ingeniería de Producción,5,3,3,5
ID_EST_05051,Ingeniería de Producción,3,4,2,2
ID_EST_05052,Ingeniería de Producción,3,1,1,3
ID_EST_05053,Ingeniería de Producción,4,5,2,2
ID_EST_05054,Ingeniería de Producción,1,3,4,5
ID_EST_05055,Ingeniería de Producción,1,5,2,4
ID_EST_05056,Ingeniería de Producción,2,4,1,3
ID_EST_05057,Ingeniería de Producción,1,2,3,3
ID_EST_05058,Ingeniería de Producción,1,2,2,2
ID_EST_05059,Ingeniería de Producción,4,1,1,2
ID_EST_05060,Ingeniería de Producción,2,5,2,4
ID_EST_05061,Ingeniería de Producción,2,1,3,5
ID_EST_05062,Ingeniería de Producción,1,3,4,2
ID_EST_05063,Ingeniería de Producción,2,4,3,2
ID_EST_05064,Ingeniería de Producción,1,2,3,5
ID_EST_05065,Ingeniería de Producción,1,1,2,1
ID_EST_05066,Ingeniería de Producción,5,3,5,4
ID_EST_05067,Ingeniería de Producción,2,4,1,3
ID_EST_05068,Ingeniería de Producción,4,2,4,3
ID_EST_05069,Ingeniería de Producción,3,1,5,3
ID_EST_05070,Ingeniería de Producción,2,3,4,2
ID_EST_05071,Ingeniería de Producción,5,5,5,3
ID_EST_05072,Ingeniería de Producción,1,5,4,5
ID_EST_05073,Ingeniería de Producción,4,2,2,2
ID_EST_05074,Ingeniería de Producción,1,2,3,3
ID_EST_05075,Ingeniería de Producción,2,3,4,5
ID_EST_05076,Ingeniería de Producción,4,5,5,5
ID_EST_05077,Ingeniería de Producción,2,5,5,4
ID_EST_05078,Ingeniería de Producción,4,5,2,1
ID_EST_05079,Ingeniería de Producción,1,2,5,2
ID_EST_05080,Ingeniería de Producción,2,3,5,4
ID_EST_05081,Ingeniería de Producción,3,3,4,3
ID_EST_05082,Ingeniería de Producción,1,2,4,4
ID_EST_05083,Ingeniería de Producción,1,5,3,1
ID_EST_05084,Ingeniería de Producción,2,1,2,2
ID_EST_05085,Ingeniería de Producción,4,2,3,3
ID_EST_05086,Ingeniería de Producción,4,2,2,3
ID_EST_05087,Ingeniería de Producción,2,1,2,4
ID_EST_05088,Ingeniería de Producción,4,1,1,5
ID_EST_05089,Ingeniería de Producción,1,4,4,2
ID_EST_05090,Ingeniería de Producción,2,2,3,5
ID_EST_05091,Ingeniería de Producción,3,4,1,1
ID_EST_05092,Ingeniería de Producción,2,2,4,4
ID_EST_05093,Ingeniería de Producción,5,1,1,1
ID_EST_05094,Ingeniería de Producción,5,5,5,1
ID_EST_05095,Ingeniería de Producción,2,3,2,5
ID_EST_05096,Ingeniería de Producción,1,4,1,3
ID_EST_05097,Ingeniería de Producción,4,5,2,4
ID_EST_05098,Ingeniería de Producción,2,4,4,1
ID_EST_05099,Ingeniería de Producción,2,5,5,3
ID_EST_05100,Ingeniería de Producción,2,2,5,5
ID_EST_05101,Ingeniería de Producción,5,1,4,5
ID_EST_05102,Ingeniería de Producción,4,2,3,1
ID_EST_05103,Ingeniería de Producción,3,3,5,3
ID_EST_05104,Ingeniería de Producción,5,3,1,4
ID_EST_05105,Ingeniería de Producción,3,2,1,3
ID_EST_05106,Ingeniería de Producción,1,5,1,4
ID_EST_05107,Ingeniería de Producción,4,1,2,5
ID_EST_05108,Ingeniería de Producción,5,5,5,3
ID_EST_05109,Ingeniería de Producción,3,1,3,1
ID_EST_05110,Ingeniería de Producción,5,1,3,3
ID_EST_05111,Ingeniería de Producción,2,5,5,3
ID_EST_05112,Ingeniería de Producción,3,2,1,4
ID_EST_05113,Ingeniería de Producción,3,3,5,3
ID_EST_05114,Ingeniería de Producción,1,4,3,5
ID_EST_05115,Ingeniería de Producción,1,1,1,5
ID_EST_05116,Ingeniería de Producción,3,5,1,4
ID_EST_05117,Ingeniería de Producción,4,5,2,1
ID_EST_05118,Ingeniería de Producción,1,3,2,5
ID_EST_05119,Ingeniería de Producción,3,2,3,2
ID_EST_05120,Ingeniería de Producción,1,4,2,2
ID_EST_05121,Ingeniería de Producción,4,5,5,3
ID_EST_05122,Ingeniería de Producción,5,3,4,3
ID_EST_05123,Ingeniería de Producción,2,4,2,4
ID_EST_05124,Ingeniería de Producción,4,2,5,1
ID_EST_05125,Ingeniería de Producción,1,3,5,5
ID_EST_05126,Ingeniería de Producción,2,4,1,1
ID_EST_05127,Ingeniería de Producción,1,1,3,5
ID_EST_05128,Ingeniería de Producción,4,5,4,3
ID_EST_05129,Ingeniería de Producción,2,4,5,2
ID_EST_05130,Ingeniería de Producción,3,4,5,5
ID_EST_05131,Ingeniería de Producción,1,4,4,4
ID_EST_05132,Ingeniería de Producción,3,3,3,4
ID_EST_05133,Ingeniería de Producción,3,3,4,2
ID_EST_05134,Ingeniería de Producción,3,3,2,1
ID_EST_05135,Ingeniería de Producción,4,2,4,5
ID_EST_05136,Ingeniería de Producción,1,1,2,5
ID_EST_05137,Ingeniería de Producción,5,3,2,5
ID_EST_05138,Ingeniería de Producción,1,3,5,1
ID_EST_05139,Ingeniería de Producción,2,3,1,2
ID_EST_05140,Ingeniería de Producción,5,1,4,3
ID_EST_05141,Ingeniería de Producción,5,4,2,5
ID_EST_05142,Ingeniería de Producción,4,4,1,4
ID_EST_05143,Ingeniería de Producción,4,1,5,4
ID_EST_05144,Ingeniería de Producción,4,1,2,3
ID_EST_05145,Ingeniería de Producción,2,4,4,3
ID_EST_05146,Ingeniería de Producción,2,5,3,1
ID_EST_05147,Ingeniería de Producción,4,4,5,2
ID_EST_05148,Ingeniería de Producción,2,3,1,5
ID_EST_05149,Ingeniería de Producción,1,2,4,4
ID_EST_05150,Ingeniería de Producción,4,2,5,2
ID_EST_05151,Ingeniería de Producción,4,4,2,2
ID_EST_05152,Ingeniería de Producción,3,3,3,3
ID_EST_05153,Ingeniería de Producción,3,2,3,5
ID_EST_05154,Ingeniería de Producción,5,3,2,5
ID_EST_05155,Ingeniería de Producción,2,5,3,2
ID_EST_05156,Ingeniería de Producción,4,5,2,1
ID_EST_05157,Ingeniería de Producción,3,5,2,4
ID_EST_05158,Ingeniería de Producción,1,4,2,5
ID_EST_05159,Ingeniería de Producción,2,2,5,2
ID_EST_05160,Ingeniería de Producción,4,5,5,5
ID_EST_05161,Ingeniería de Producción,1,2,5,5
ID_EST_05162,Ingeniería de Producción,2,4,2,3
ID_EST_05163,Ingeniería de Producción,2,4,4,4
ID_EST_05164,Ingeniería de Producción,3,5,3,3
ID_EST_05165,Ingeniería de Producción,5,1,5,4
ID_EST_05166,Ingeniería de Producción,2,1,3,4
ID_EST_05167,Ingeniería de Producción,3,3,3,2
ID_EST_05168,Ingeniería de Producción,2,2,1,3
ID_EST_05169,Ingeniería de Producción,5,2,1,4
ID_EST_05170,Ingeniería de Producción,3,1,5,3
ID_EST_05171,Ingeniería de Producción,3,2,4,5
ID_EST_05172,Ingeniería de Producción,2,5,2,1
ID_EST_05173,Ingeniería de Producción,2,5,5,3
ID_EST_05174,Ingeniería de Producción,3,1,3,5
ID_EST_05175,Ingeniería de Producción,3,1,4,5
ID_EST_05176,Ingeniería de Producción,5,5,4,3
ID_EST_05177,Ingeniería de Producción,1,5,1,3
ID_EST_05178,Ingeniería de Producción,3,1,5,3
ID_EST_05179,Ingeniería de Producción,5,3,2,1
ID_EST_05180,Ingeniería de Producción,5,2,5,5
ID_EST_05181,Ingeniería de Producción,2,1,5,4
ID_EST_05182,Ingeniería de Producción,3,4,1,3
ID_EST_05183,Ingeniería de Producción,2,4,1,5
ID_EST_05184,Ingeniería de Producción,3,2,4,2
ID_EST_05185,Ingeniería de Producción,5,4,4,3
ID_EST_05186,Ingeniería de Producción,2,1,2,4
ID_EST_05187,Ingeniería de Producción,2,5,2,5
ID_EST_05188,Ingeniería de Producción,4,1,3,5
ID_EST_05189,Ingeniería de Producción,1,4,3,3
ID_EST_05190,Ingeniería de Producción,4,2,3,1
ID_EST_05191,Ingeniería de Producción,4,2,3,2
ID_EST_05192,Ingeniería de Producción,3,4,2,1
ID_EST_05193,Ingeniería de Producción,1,5,5,3
ID_EST_05194,Ingeniería de Producción,1,2,1,4
ID_EST_05195,Ingeniería de Producción,3,2,3,3
ID_EST_05196,Ingeniería de Producción,1,4,4,5
ID_EST_05197,Ingeniería de Producción,1,2,4,2
ID_EST_05198,Ingeniería de Producción,4,5,4,3
ID_EST_05199,Ingeniería de Producción,1,1,4,4
ID_EST_05200,Ingeniería de Producción,5,1,4,2
ID_EST_05201,Ingeniería de Producción,2,4,4,3
ID_EST_05202,Ingeniería de Producción,2,3,4,4
ID_EST_05203,Ingeniería de Producción,1,5,2,4
ID_EST_05204,Ingeniería de Producción,4,4,2,3
ID_EST_05205,Ingeniería de Producción,1,4,3,3
ID_EST_05206,Ingeniería de Producción,3,5,1,1
ID_EST_05207,Ingeniería de Producción,5,3,5,4
ID_EST_05208,Ingeniería de Producción,4,1,3,1
ID_EST_05209,Ingeniería de Producción,3,2,4,3
ID_EST_05210,Ingeniería de Producción,1,4,5,4
ID_EST_05211,Ingeniería de Producción,2,2,2,1
ID_EST_05212,Ingeniería de Producción,2,5,3,4
ID_EST_05213,Ingeniería de Producción,2,5,3,2
ID_EST_05214,Ingeniería de Producción,1,1,2,3
ID_EST_05215,Ingeniería de Producción,4,5,3,5
ID_EST_05216,Ingeniería de Producción,1,5,5,1
ID_EST_05217,Ingeniería de Producción,2,5,5,3
ID_EST_05218,Ingeniería de Producción,4,5,3,5
ID_EST_05219,Ingeniería de Producción,4,3,1,1
ID_EST_05220,Ingeniería de Producción,3,5,2,2
ID_EST_05221,Ingeniería de Producción,3,5,4,2
ID_EST_05222,Ingeniería de Producción,1,4,4,3
ID_EST_05223,Ingeniería de Producción,5,1,2,2
ID_EST_05224,Ingeniería de Producción,5,3,5,4
ID_EST_05225,Ingeniería de Producción,2,2,3,3
ID_EST_05226,Ingeniería de Producción,5,1,5,4
ID_EST_05227,Ingeniería de Producción,3,3,3,4
ID_EST_05228,Ingeniería de Producción,2,2,3,2
ID_EST_05229,Ingeniería de Producción,3,4,5,4
ID_EST_05230,Ingeniería de Producción,1,5,3,5
ID_EST_05231,Ingeniería de Producción,2,1,1,5
ID_EST_05232,Ingeniería de Producción,3,4,4,2
ID_EST_05233,Ingeniería de Producción,3,5,1,4
ID_EST_05234,Ingeniería de Producción,4,1,1,4
ID_EST_05235,Ingeniería de Producción,3,5,2,4
ID_EST_05236,Ingeniería de Producción,5,5,3,3
ID_EST_05237,Ingeniería de Producción,2,4,5,3
ID_EST_05238,Ingeniería de Producción,1,4,1,1
ID_EST_05239,Ingeniería de Producción,5,3,3,3
ID_EST_05240,Ingeniería de Producción,5,3,3,2
ID_EST_05241,Ingeniería de Producción,3,5,5,4
ID_EST_05242,Ingeniería de Producción,4,2,1,2
ID_EST_05243,Ingeniería de Producción,5,2,2,2
ID_EST_05244,Ingeniería de Producción,3,5,1,1
ID_EST_05245,Ingeniería de Producción,3,2,2,2
ID_EST_05246,Ingeniería de Producción,3,4,4,3
ID_EST_05247,Ingeniería de Producción,2,2,4,5
ID_EST_05248,Ingeniería de Producción,5,2,4,3
ID_EST_05249,Ingeniería de Producción,1,2,3,5
ID_EST_05250,Ingeniería de Producción,5,5,2,3
ID_EST_05251,Ingeniería de Producción,5,5,3,4
ID_EST_05252,Ingeniería de Producción,3,1,2,2
ID_EST_05253,Ingeniería de Producción,5,3,4,2
ID_EST_05254,Ingeniería de Producción,2,5,4,3
ID_EST_05255,Ingeniería de Producción,4,4,1,2
ID_EST_05256,Ingeniería de Producción,3,3,5,1
ID_EST_05257,Ingeniería de Producción,4,1,4,1
ID_EST_05258,Ingeniería de Producción,2,3,5,5
ID_EST_05259,Ingeniería de Producción,3,5,5,1
ID_EST_05260,Ingeniería de Producción,2,3,4,2
ID_EST_05261,Ingeniería de Producción,1,5,3,5
ID_EST_05262,Ingeniería de Producción,2,2,5,3
ID_EST_05263,Ingeniería de Producción,5,1,3,1
ID_EST_05264,Ingeniería de Producción,2,2,4,5
ID_EST_05265,Ingeniería de Producción,5,2,1,4
ID_EST_05266,Ingeniería de Producción,2,1,1,5
ID_EST_05267,Ingeniería de Producción,3,4,4,3
ID_EST_05268,Ingeniería de Producción,3,2,4,1
ID_EST_05269,Ingeniería de Producción,4,3,2,5
ID_EST_05270,Ingeniería de Producción,2,5,3,3
ID_EST_05271,Ingeniería de Producción,2,2,4,5
ID_EST_05272,Ingeniería de Producción,2,2,2,2
ID_EST_05273,Ingeniería de Producción,1,5,1,1
ID_EST_05274,Ingeniería de Producción,1,3,5,4
ID_EST_05275,Ingeniería de Producción,5,3,2,4
ID_EST_05276,Ingeniería de Producción,4,3,3,2
ID_EST_05277,Ingeniería de Producción,5,3,5,2
ID_EST_05278,Ingeniería de Producción,5,4,5,4
ID_EST_05279,Ingeniería de Producción,1,2,3,4
ID_EST_05280,Ingeniería de Producción,1,5,2,2
ID_EST_05281,Ingeniería de Producción,3,5,3,4
ID_EST_05282,Ingeniería de Producción,5,4,1,5
ID_EST_05283,Ingeniería de Producción,1,1,3,1
ID_EST_05284,Ingeniería de Producción,2,3,3,1
ID_EST_05285,Ingeniería de Producción,4,4,2,2
ID_EST_05286,Ingeniería de Producción,5,2,4,3
ID_EST_05287,Ingeniería de Producción,2,3,4,3
ID_EST_05288,Ingeniería de Producción,4,2,3,4
ID_EST_05289,Ingeniería de Producción,1,2,2,5
ID_EST_05290,Ingeniería de Producción,5,3,5,3
ID_EST_05291,Ingeniería de Producción,5,4,2,1
ID_EST_05292,Ingeniería de Producción,4,5,5,4
ID_EST_05293,Ingeniería de Producción,4,5,4,3
ID_EST_05294,Ingeniería de Producción,3,4,5,2
ID_EST_05295,Ingeniería de Producción,2,4,1,5
ID_EST_05296,Ingeniería de Producción,4,1,2,3
ID_EST_05297,Ingeniería de Producción,4,5,5,2
ID_EST_05298,Ingeniería de Producción,2,5,1,1
ID_EST_05299,Ingeniería de Producción,3,3,5,2
ID_EST_05300,Ingeniería de Producción,4,1,5,5
ID_EST_05301,Ingeniería de Producción,1,1,2,2
ID_EST_05302,Ingeniería de Producción,2,4,5,5
ID_EST_05303,Ingeniería de Producción,4,5,5,4
ID_EST_05304,Ingeniería de Producción,1,2,1,3
ID_EST_05305,Ingeniería de Producción,4,4,3,3
ID_EST_05306,Ingeniería de Producción,3,3,3,4
ID_EST_05307,Ingeniería de Producción,2,5,4,4
ID_EST_05308,Ingeniería de Producción,2,2,1,4
ID_EST_05309,Ingeniería de Producción,1,5,1,3
ID_EST_05310,Ingeniería de Producción,3,5,2,3
ID_EST_05311,Ingeniería de Producción,3,4,2,3
ID_EST_05312,Ingeniería de Producción,3,2,2,4
ID_EST_05313,Ingeniería de Producción,5,3,2,4
ID_EST_05314,Ingeniería de Producción,2,1,1,1
ID_EST_05315,Ingeniería de Producción,5,2,4,2
ID_EST_05316,Ingeniería de Producción,5,1,2,3
ID_EST_05317,Ingeniería de Producción,3,1,5,5
ID_EST_05318,Ingeniería de Producción,1,2,4,3
ID_EST_05319,Ingeniería de Producción,5,1,5,3
ID_EST_05320,Ingeniería de Producción,3,1,4,4
ID_EST_05321,Ingeniería de Producción,5,4,3,5
ID_EST_05322,Ingeniería de Producción,5,1,4,1
ID_EST_05323,Ingeniería de Producción,3,2,4,3
ID_EST_05324,Ingeniería de Producción,3,2,3,2
ID_EST_05325,Ingeniería de Producción,5,5,5,4
ID_EST_05326,Ingeniería de Producción,5,5,2,3
ID_EST_05327,Ingeniería de Producción,2,4,3,3
ID_EST_05328,Ingeniería de Producción,1,1,1,1
ID_EST_05329,Ingeniería de Producción,5,4,3,5
ID_EST_05330,Ingeniería de Producción,3,3,5,3
ID_EST_05331,Ingeniería de Producción,2,5,2,4
ID_EST_05332,Ingeniería de Producción,1,2,5,2
ID_EST_05333,Ingeniería de Producción,3,3,5,3
ID_EST_05334,Ingeniería de Producción,2,3,2,4
ID_EST_05335,Ingeniería de Producción,2,2,3,2
ID_EST_05336,Ingeniería de Producción,2,5,3,2
ID_EST_05337,Ingeniería de Producción,3,1,1,4
ID_EST_05338,Ingeniería de Producción,4,4,3,5
ID_EST_05339,Ingeniería de Producción,2,3,1,3
ID_EST_05340,Ingeniería de Producción,1,5,4,5
ID_EST_05341,Ingeniería de Producción,2,4,2,1
ID_EST_05342,Ingeniería de Producción,5,2,5,1
ID_EST_05343,Ingeniería de Producción,2,2,1,4
ID_EST_05344,Ingeniería de Producción,5,2,3,2
ID_EST_05345,Ingeniería de Producción,5,3,5,5
ID_EST_05346,Ingeniería de Producción,3,3,3,5
ID_EST_05347,Ingeniería de Producción,5,4,4,4
ID_EST_05348,Ingeniería de Producción,1,2,3,4
ID_EST_05349,Ingeniería de Producción,2,4,1,3
ID_EST_05350,Ingeniería de Producción,4,2,1,4
ID_EST_05351,Ingeniería de Producción,1,3,1,2
ID_EST_05352,Ingeniería de Producción,4,3,3,3
ID_EST_05353,Ingeniería de Producción,4,2,3,5
ID_EST_05354,Ingeniería de Producción,5,5,5,5
ID_EST_05355,Ingeniería de Producción,1,3,1,5
ID_EST_05356,Ingeniería de Producción,3,1,4,4
ID_EST_05357,Ingeniería de Producción,4,5,2,3
ID_EST_05358,Ingeniería de Producción,4,1,3,3
ID_EST_05359,Ingeniería de Producción,4,1,2,1
ID_EST_05360,Ingeniería de Producción,4,1,3,2
ID_EST_05361,Ingeniería de Producción,4,2,3,5
ID_EST_05362,Ingeniería de Producción,4,2,4,3
ID_EST_05363,Ingeniería de Producción,1,2,1,2
ID_EST_05364,Ingeniería de Producción,1,3,4,2
ID_EST_05365,Ingeniería de Producción,2,3,2,2
ID_EST_05366,Ingeniería de Producción,3,3,3,2
ID_EST_05367,Ingeniería de Producción,2,2,4,3
ID_EST_05368,Ingeniería de Producción,1,5,4,3
ID_EST_05369,Ingeniería de Producción,5,5,2,5
ID_EST_05370,Ingeniería de Producción,2,5,5,5
ID_EST_05371,Ingeniería de Producción,4,2,5,3
ID_EST_05372,Ingeniería de Producción,2,4,5,1
ID_EST_05373,Ingeniería de Producción,5,2,2,1
